x_image	y_image	clusters	TABULA_MURIS_SENIS_BRAIN_MYELOID_MICROGLIAL_CELL_AGEING	TABULA_MURIS_SENIS_BRAIN_NON_MYELOID_ASTROCYTE_AGEING	TABULA_MURIS_SENIS_BRAIN_NON_MYELOID_ENDOTHELIAL_CELL_AGEING	TABULA_MURIS_SENIS_BRAIN_NON_MYELOID_NEURON_AGEING	TABULA_MURIS_SENIS_BRAIN_NON_MYELOID_OLIGODENDROCYTE_AGEING
22788	10582	7	0	0	0	0	0
11038	12365	0	0	20	0	20	20
13793	11099	3	0	0.048	0	0.048	0.048
21918	11593	7	0	0	0	0	0
11334	16404	8	0	100	0	100	100
18440	14122	11	100	0	100	100	100
21780	16895	1	0.049	0.049	0.049	0.049	0.049
9591	15396	14	0	0	0	0	0
19016	11092	11	100	0	100	100	0
20623	19421	1	0	100	0	100	100
12496	17412	8	0	100	0	100	100
17129	10337	2	0	0	0	0	0
14087	13623	6	100	0	100	100	100
20758	12100	13	100	0	100	100	100
10015	6560	14	0	100	0	100	100
13065	9333	3	0.203	99.797	0.203	100	100
21634	16138	9	0.001	0.002	0.001	0.002	0.002
20760	13109	13	100	0	100	100	100
21049	12099	7	0	0	0	0	0
12053	12111	3	13.425	88.587	13.425	99.329	99.328
14375	12613	3	99.998	0	99.998	99.998	99.998
15980	18922	5	0	100	0	100	100
16406	12105	2	100	0	100	100	100
19742	11344	2	100	0	100	100	100
19020	14121	13	100	0	100	100	100
14664	11098	3	0	0	0	0	0
15391	12864	11	100	0	100	100	100
12051	10596	3	0.195	99.804	0.195	100	99.999
17863	17152	10	0	100	0	100	100
18875	14374	13	100	0	100	100	88.889
11468	8578	6	100	0	100	100	100
10016	7570	0	0	0.195	0	0.195	0.195
16548	9833	2	81.727	0.035	81.727	81.768	81.766
10747	11860	0	0	0.775	0	0.775	0.775
12205	16907	8	0	100	0	100	100
22501	13612	9	2.05	0.216	1.89	2.1	2.123
12628	7566	0	0	100	0	100	100
22506	17146	1	0	0	0	0	0
11771	18170	14	0	100	0	100	100
18878	16394	10	20.775	79.221	20.775	99.374	99.996
12340	9586	3	99.225	0.775	99.225	100	100
20034	12858	13	100	0	100	100	100
14671	17156	5	0	96.969	0	96.969	96.969
11182	11607	0	99.997	0.003	99.997	100	100
19018	12607	11	100	0	100	100	100
20184	16644	9	0	0	0	0	0
16842	12862	11	100	0	100	100	100
12059	16150	0	0	100	0	100	100
15243	10592	3	0	0	0	0	0
20321	10838	2	100	0	100	100	100
22789	11592	7	100	0	100	100	100
19895	17655	1	0	100	0	100	100
11613	8325	6	100	0	100	100	100
14664	11603	2	99.604	0.006	99.604	99.61	99.61
10609	17162	14	0	100	0	100	100
10307	8074	0	0	0	0	0	0
18735	18161	5	0	99.975	0	99.976	99.976
21047	10584	7	0	0	0	0	0
21482	10836	7	100	0	100	100	100
9871	7317	0	0	99.805	0	99.805	99.805
19596	11091	2	100	0	100	100	100
17426	15891	12	100	0	100	100	100
13654	15391	6	100	0	100	100	100
11041	14889	8	0	100	0	100	100
13653	14886	10	100	0	100	100	100
22643	11340	7	100	0	100	100	100
14519	11350	3	0	0	0	0	0
15824	11096	2	0.098	0	0.098	0.098	0.098
14377	13623	6	100	0	100	100	100
20621	17906	1	0	100	0	100	100
9734	13629	8	0	100	0	100	100
22218	18661	1	0	100	0	100	100
10745	9841	0	0	0	0	0	0
19017	11597	11	100	0	100	100	100
17420	10842	2	99.998	0	99.998	99.998	66.669
21484	12351	13	100	0	100	100	100
23233	18407	1	0	99.994	0	99.994	99.994
18148	12608	11	100	0	100	100	100
21639	19672	1	0	0	0	0	0
16409	14125	12	100	0	100	100	100
10462	15900	4	0	100	0	100	100
22215	16642	1	0.036	0.212	0.036	0.225	0.214
19310	13616	12	100	0	100	100	100
19019	13112	11	100	0	100	100	100
20619	16391	9	0	0	0	0	0
18298	16394	12	100	0	100	100	100
12049	9082	3	100	99.988	100	100	100
23234	19417	1	0	100	0	100	100
17285	18668	5	0	66.667	0	66.667	66.667
17133	13367	11	100	0	100	100	100
21055	17148	1	0	0	0	0	0
9580	6813	14	0	100	0	100	100
19898	19674	1	0	99.997	0	99.997	99.997
22072	17904	1	0.73	0.011	0.73	0.741	0.011
11187	15646	8	0	100	0	100	100
22359	15884	1	0.001	0.001	0.001	0.001	0.001
14953	10592	3	0	0	0	0	0
17135	14881	12	100	0	100	100	100
15835	19679	8	0	100	0	100	100
22063	11340	7	0	0	0	0	0
16553	13367	11	100	0	100	100	100
12930	16654	0	0	0	0	0	0
19895	17150	1	0.001	99.999	0.001	100	100
17132	12862	11	33.333	0	33.333	33.333	33.333
18871	10840	2	100	0	100	100	100
11763	12111	6	100	0	100	100	100
18438	12607	11	100	0	100	100	100
17867	19677	8	0	100	0	100	100
16992	16649	10	97.306	2.694	97.306	100	13.805
17278	13619	11	100	0	100	100	100
10162	7822	0	0	0	0	0	0
12923	11100	3	0	100	0	100	100
22796	17146	1	0	96.97	0	96.97	96.97
15243	10087	3	0	0	0	0	0
15393	13874	6	100	0	100	100	100
11909	12869	6	100	0	100	100	100
19750	17907	1	0	100	0	100	100
9878	12871	8	0	100	0	100	100
17283	17153	10	0	100	0	100	100
22219	19671	1	0	80	0	80	80
22072	18409	1	0	100	0	100	100
22500	12602	7	100	0	100	100	100
22503	14622	9	0.002	0.021	0.002	0.022	0.023
8571	12116	14	0	100	0	100	100
17855	10589	2	100	0	100	100	100
23667	17145	1	0	100	0	100	100
9152	12115	4	0	100	0	100	100
13067	10847	16	0	0	0	0	0
13791	9584	3	1.683	98.318	1.683	99.998	99.998
11910	13373	0	49.327	1.535	49.327	50.863	50.863
15247	13621	13	100	0	100	100	100
10024	13628	8	0	100	0	100	100
19604	16645	9	0.104	0	0.098	0.098	0.104
21638	18662	1	0	100	0	100	100
11184	13122	0	0	0	0	0	0
10305	6559	4	0	100	0	100	100
18729	13617	11	100	0	100	100	100
10753	16404	4	0	100	0	100	100
15684	14883	6	100	0	100	100	100
19607	19170	1	0	100	0	100	100
10602	11608	0	0	99.225	0	99.225	99.225
20764	16644	1	0	0	0	0	0
13941	13371	6	100	0	100	100	100
14521	13370	6	100	0	100	100	100
12634	12110	3	0.774	99.129	0.774	99.903	99.903
16117	13115	11	100	0	100	100	100
22651	16894	1	0.002	0.196	0.002	0.196	0.197
11470	9587	3	100	0	100	100	100
18290	10841	2	100	0	100	100	100
12777	10848	3	0	100	0	100	100
17422	12356	11	100	0	100	100	100
22217	18156	1	0	100	0	100	100
13652	14381	6	0	0	0	0	0
22645	12854	15	0	0	33.333	33.333	0
11759	9082	3	100	0	100	100	100
10600	10598	0	0	99.902	0	99.902	99.902
13073	15391	5	0	94.118	0	94.118	94.118
12485	9334	3	99.988	0.012	99.988	100	100
17428	17405	10	0	100	0	100	100
18151	15132	13	100	0	100	100	100
15247	13117	2	100	0	100	100	100
12636	13625	6	100	0	100	100	100
10893	12113	0	0	0	0	0	0
9300	14387	4	0	100	0	100	100
12054	12616	6	100	0	100	100	100
20762	15129	9	0.005	0.002	0.005	0.006	0.006
13356	9837	3	5.926	94.073	5.926	99.998	99.998
21486	13866	15	100	0	100	100	100
15255	19680	4	0	100	0	100	100
15107	17408	5	0	0.002	0	0.002	0.002
12483	7819	0	0	0	0	0	0
20756	10585	7	100	0	100	100	100
16995	18668	5	0	0	0	0	0
13068	11352	3	0	100	0	100	100
22358	14874	9	0.015	0.388	0.015	0.4	0.4
20471	14119	13	100	0	100	100	100
12919	8071	6	100	0	100	100	100
15681	12864	11	100	0	100	100	100
21775	12856	13	100	0	100	100	100
12925	13120	3	3.031	96.969	3.031	100	100
14226	9331	16	0	0	0	0	0
22652	17903	1	0	100	0	100	100
19312	15636	12	100	0	100	100	100
17423	13366	11	100	0	100	100	100
12772	7314	0	0	0	0	0	0
10162	8327	0	0	66.667	0	66.667	66.667
16843	13872	11	100	0	100	100	100
10599	9588	0	0	99.998	0	99.998	99.998
16696	12105	2	100	0	100	100	100
20331	18411	5	99.599	0.195	99.599	99.793	99.793
11915	17413	4	0	100	0	100	100
11907	10849	3	100	100	100	100	100
20478	19673	1	0	0	0	0	0
22932	10330	7	99.95	0.001	99.95	99.951	99.951
18303	20434	14	0	100	0	100	100
10019	10094	0	0	0	0	0	0
23081	13106	15	0	0	100	100	0
17853	9579	2	50.001	0	50.001	50.001	50.001
10460	14385	8	0	100	0	100	100
23090	19670	1	0	100	0	100	100
20468	11595	7	100	0	100	100	100
22068	14875	9	0.953	31.421	0.953	31.422	31.422
15830	15135	6	100	0	100	100	0
20030	9828	2	9.977	39.879	9.977	49.854	49.854
18438	13112	11	100	0	100	100	100
21492	18410	1	0	100	0	100	100
23087	17650	1	0	100	0	100	100
22508	18661	1	0	100	0	100	100
14379	15642	10	0	100	0	100	100
15109	18923	8	0	100	0	100	100
17130	11347	2	100	0	100	100	100
10461	14890	8	0	100	0	100	100
22497	10583	7	100	0	100	100	100
20180	13615	13	100	0	100	100	100
11614	8830	6	100	0	100	100	100
14520	12360	2	100	0	100	100	100
17276	12104	2	100	0	100	100	100
13509	16148	5	0	99.902	0	99.902	99.902
15677	9834	7	100	0	100	100	100
20767	18663	5	0	50	0	50	50
15098	10340	3	0	0	0	0	0
13217	14634	6	100	0	100	100	100
9297	12367	4	0	100	0	100	100
20037	14877	12	100	0	100	100	100
16988	13114	11	100	0	100	100	100
9727	8580	0	0	96.97	0	96.97	96.97
15245	11602	2	100	0	100	100	99.225
18149	13618	11	100	0	100	100	100
16703	17154	10	0	100	0	100	100
13655	16400	5	0	100	0	100	100
18593	20433	14	0	100	0	100	100
10173	16405	14	0	100	0	100	100
14807	9835	3	0	0	0	0	0
18582	11850	11	100	0	100	100	100
21059	19673	1	0	50	0	50	50
10744	9336	0	0	33.333	0	33.333	33.333
16405	11600	2	100	0	100	100	100
22649	15884	1	0.006	1.434	0.006	1.434	1.434
14094	19177	4	0	100	0	100	100
9737	15648	14	0	100	0	100	100
9879	13881	8	0	100	0	100	100
15545	19175	8	0	100	0	100	100
14087	14128	6	0	0	0	0	0
14233	14885	10	0	96.97	0	96.97	96.97
14955	12107	2	99.805	0	99.805	99.805	99.805
20612	10837	7	100	0	100	100	100
15827	13116	11	100	0	100	100	96.97
12782	14382	6	100	0	100	100	100
17140	18920	5	0	0.012	0	0.012	0.012
20333	19421	1	0	100	0	100	100
11466	7063	0	0	100	0	100	100
16115	11601	2	99.999	0	99.999	100	99.999
21927	18157	1	50	50	50	100	100
10459	13375	8	0	100	0	100	100
16413	17154	10	0	100	0	100	100
14227	9836	16	0	0	0	0	0
19023	16646	10	0.014	99.412	0.014	99.421	99.425
22937	13864	9	0.001	99.031	0	99.031	99.031
21197	14371	15	90.769	0.907	90.772	90.942	91.526
16258	9833	7	100	0	100	100	100
11327	11355	6	100	0	100	100	100
21343	15128	9	0.11	0	0.11	0.11	0.11
16847	16396	10	0	100	0	100	100
11615	9840	3	100	88.889	100	100	100
16559	18416	5	0	0.098	0	0.098	0.098
22064	11845	7	0.775	0	0.775	0.775	0.775
21481	10331	7	99.689	0.026	99.688	99.873	98.452
18006	15385	12	100	0	100	100	100
20325	13867	13	100	0	100	100	100
20183	16139	9	0	0	0	0	0
20764	16139	9	0	0	0	0	0
18436	11598	11	100	0	100	100	100
23227	13863	9	0.018	0	96.874	96.868	0.018
21776	13360	13	100	0	100	100	100
12486	9838	3	13.42	0.671	13.42	14.112	14.091
8863	13125	4	0	100	0	100	100
16405	11095	2	100	0	100	100	100
17865	18162	5	0	99.804	0	99.804	99.804
13354	8323	6	100	0	100	100	100
19304	9577	2	100	0	100	100	100
13502	10090	16	0	0	0	0	0
19171	18413	5	0	99.951	0	99.951	99.951
11034	9335	0	0.001	0.001	0.001	0.002	0.002
14237	17914	0	0	0.389	0	0.389	0.389
15542	17155	5	0.775	0	0.775	0.775	0.775
10166	10851	0	0	19.998	0	19.998	19.998
17566	11599	2	100	0	100	100	100
11616	10344	3	100	100	100	100	100
18736	18666	5	0	100	0	100	100
11470	10092	3	99.951	0.244	99.951	100	100
19743	12353	11	100	0	100	100	100
13365	16401	5	0	0.003	0	0.003	0.003
17275	11094	2	100	0	100	100	100
12780	12867	3	0	0	0	0	0
22061	9826	7	0	0	0	0	0
16994	17658	10	0	100	0	100	100
9439	10095	8	0	100	0	100	100
10899	17161	14	0	100	0	100	100
23370	12096	7	96.601	0	96.601	96.601	96.601
10742	7821	0	0	0	0	0	0
10895	14132	0	0	100	0	100	100
11176	7063	0	0	99.951	0	99.951	99.951
18592	19423	5	0	99.878	0	99.878	99.878
16693	10085	2	99.998	0	99.998	99.998	99.998
20470	13615	13	100	0	100	100	100
9875	10852	0	0	100	0	100	100
16555	14882	12	100	0	100	100	100
23658	10581	7	0	0	0	0	0
19464	20432	14	0	100	0	100	100
22219	19166	1	0	100	0	100	100
17278	13114	11	100	0	100	100	100
16114	11096	2	100	0	100	100	50
21337	10584	7	100	0	100	100	100
22064	12350	7	100	0	100	100	99.805
10022	12114	0	0	100	0	100	100
14952	9583	3	0	0	0	0	0
12632	10596	3	0	100	0	100	100
16126	19679	8	0	100	0	100	100
21196	13866	13	100	0	100	100	100
21924	15632	9	25.26	42.244	25.24	42.632	47.602
13355	9332	3	100	0	100	100	100
17578	20687	14	0	100	0	100	100
17432	20435	4	0	100	0	100	100
10169	13376	8	0	100	0	100	100
20470	13110	13	100	0	100	100	100
12930	17159	0	0	99.998	0	99.998	99.998
12924	12110	3	0.001	99.998	0.001	99.998	99.998
21191	10332	7	100	0	100	100	100
20905	13362	13	100	0	100	100	100
22505	16136	1	0.075	0.111	0.075	0.112	0.112
12641	17664	8	0	100	0	100	100
11036	10850	0	99.976	0.024	99.976	100	100
12203	15393	0	0	0	0	0	0
22498	11087	7	100	0	100	100	100
22070	16389	1	0	0	0	0	0
19169	17403	1	0	100	0	100	100
18003	13365	11	100	0	100	100	100
12489	12363	3	0	0	0	99.997	0
12061	17665	4	0	100	0	100	100
22363	18409	1	0	100	0	100	100
14516	9331	16	97.626	0.38	97.626	97.625	97.626
9151	11610	4	0	100	0	100	100
12347	15140	0	0	0	0	0	0
15679	11349	2	100	0	100	100	100
13652	13876	6	0	0	0	0	0
16839	10842	2	100	0	100	100	96.97
10452	7822	0	0	0.046	0	0.046	0.046
22353	11340	7	0	0	0	0	0
18005	14375	12	100	0	100	100	100
19314	17150	10	0.389	99.611	0.389	100	100
22649	15379	9	0.389	0	0.389	0.389	0.389
20187	18664	5	0	100	0	100	100
10318	16152	4	0	100	0	100	100
15390	11854	2	100	0	100	100	100
19889	13110	13	100	0	100	100	100
9445	14639	4	0	100	0	100	100
10172	15395	4	0	100	0	100	100
20761	14119	13	100	0	100	100	100
12342	10596	3	83.333	16.667	83.333	100	100
21782	17904	1	0	0	0	0	0
11045	17414	14	0	100	0	100	100
15539	15136	6	100	0	100	100	100
12337	7062	0	0	33.333	0	33.333	33.333
19305	10082	2	100	0	100	100	100
19318	20180	1	0	100	0	100	100
11035	9840	6	100	0	100	100	100
9871	7822	0	0	100	0	100	100
18444	17152	10	0	100	0	100	100
14525	16399	5	0.003	0.098	0.003	0.101	0.101
10743	8831	0	0	99.805	0	99.805	99.805
23228	14873	9	0	2.041	0	2.042	2.042
17280	14629	12	100	0	100	100	100
12060	17160	8	0	100	0	100	100
18731	15132	12	100	0	100	100	100
20902	10837	7	100	0	100	100	100
20475	17149	1	0.007	0.097	0.007	0.103	0.104
12342	11101	3	0	100	0	100	100
9154	13629	4	0	100	0	100	100
22213	15127	9	97.044	97.331	97.044	97.428	97.426
13938	11351	16	0	0.001	0	0.001	0.001
13213	11605	3	0	100	0	100	100
12630	9081	3	100	100	100	100	100
14673	18671	8	0	100	0	100	100
19309	13111	11	100	0	100	100	100
14662	9583	3	11.147	0.676	11.147	12.164	11.823
10165	10346	0	0	0	0	0	0
13366	17411	0	0	99.611	0	99.611	99.611
9438	9085	8	0	100	0	100	100
12926	13625	6	100	0	100	100	100
13066	9838	3	94.745	5.255	94.745	100	100
14808	10340	3	27.086	0	27.086	27.087	27.086
10893	12617	0	0	99.998	0	99.998	99.998
10313	12618	0	0	5.882	0	5.882	5.882
12632	11100	3	0.051	99.949	0.051	100	100
13648	11352	3	0	0	0	0	0
10161	7317	0	0	0	0	0	0
20324	12857	13	100	0	100	100	100
17282	16143	10	0.006	99.994	0.006	100	100
23516	12853	15	0	0	99.976	99.976	0
10027	16153	14	0	100	0	100	100
9876	11357	0	0	100	0	100	100
12047	7062	0	0	50	0	50	50
16992	16144	10	100	0	100	100	100
11901	6810	0	0	100	0	100	100
11612	7315	0	0	5.882	0	5.883	5.883
20038	15887	9	0	0	0	0	0
8862	12620	4	0	100	0	100	100
17857	12103	11	100	0	100	100	100
19165	13869	12	100	0	100	100	100
16707	20183	4	0	100	0	100	100
16988	13619	11	100	0	100	100	100
16270	18922	5	0	100	0	100	100
18294	13365	11	100	0	100	100	100
20323	11848	13	100	0	100	100	100
9004	10348	4	0	100	0	100	100
12932	18169	4	0	100	0	100	100
13217	14129	6	0	0	0	0	0
12920	9080	3	100	0	100	100	100
15689	18922	0	0	96.97	0	96.97	96.97
18145	10588	2	94.031	0	94.031	94.123	94.031
17568	13114	11	100	0	100	100	100
21046	10080	7	100	0	100	100	100
15100	11855	2	1.538	0	1.538	1.538	1.538
13507	14129	6	0	0	0	0	0
12629	8576	3	100	0	100	100	100
22074	19419	1	0	0.006	0	0.006	0.006
13645	8827	3	100	0.001	100	100	99.997
17867	20182	4	0	100	0	100	100
17571	15638	12	100	0	100	100	100
19163	12354	11	100	0	100	100	100
13074	15896	0	0	99.997	0	99.997	99.997
19744	13363	13	100	0	100	100	100
10025	14133	8	0	100	0	100	100
17711	11346	2	100	0	100	100	100
14956	12612	2	100	0	100	100	100
12923	11605	3	0.006	99.994	0.006	100	100
19159	9325	2	0	0	0	0	0
10166	11356	0	0	0.097	0	0.097	0.097
20183	15635	9	100	0	100	100	96.97
12780	13372	6	100	0	100	100	100
17288	20687	14	0	100	0	100	100
17140	18415	5	0	98.461	0	98.461	98.461
13512	18168	8	0	100	0	100	100
11624	16403	8	0	100	0	100	100
10898	16152	4	0	100	0	100	100
13935	8827	3	96.969	3.031	96.969	100	99.998
10464	16910	15	0	0	100	100	0
20032	11343	2	100	0	100	100	100
19453	12354	11	100	0	100	100	100
20765	17148	1	0	0	0	0	0
14239	19429	4	0	100	0	100	100
19027	19170	5	0	100	0	100	100
19747	15383	12	100	0	100	100	100
19604	17150	1	0	100	0	100	100
12785	16907	0	0	66.667	0	66.667	66.667
13077	17916	8	0	100	0	100	100
18007	15890	12	100	0	100	100	100
12348	15645	0	0	0	0	0	0
13938	10846	16	0	0	0	0	0
17142	19930	8	0	100	0	100	100
21487	14875	9	16.782	1.869	16.782	16.782	16.782
14088	15138	10	0.781	99.219	0.781	100	99.994
13073	14887	6	100	0	100	100	100
9589	13881	4	0	100	0	100	100
23373	14621	9	0	0.775	0	0.775	0.775
13359	12362	3	0	33.333	0	33.333	33.333
13651	13371	6	100	0	100	100	100
13650	12361	3	0	0	0	0	0
20467	11090	13	100	0	100	100	0
18588	16394	10	99.998	0.002	99.998	100	100
17134	13871	11	11.111	0	11.111	11.111	11.111
11757	7062	0	0	100	0	100	100
19162	11849	11	100	0	100	100	100
15972	12863	2	100	0	100	100	100
13500	9080	3	98.414	1.537	98.414	99.952	99.951
9873	9337	0	0	0.006	0	0.006	0.006
14521	12865	2	100	0	100	100	100
22210	12603	7	100	0	100	100	100
13656	16905	5	0	3.03	0	3.03	3.03
16558	17406	10	0	100	0	100	100
11913	15393	0	0	94.074	0	94.074	94.074
13944	15390	10	100	0	100	100	100
14667	13622	6	100	0	100	100	100
9436	8075	4	0	100	0	100	100
11611	6810	0	0	0	0	0	0
12638	15140	5	0	0	0	0	0
13357	10847	16	0	0	0	0	0
9728	9085	0	0	100	0	100	100
8571	11611	4	0	100	0	100	100
20904	12857	13	100	0	100	100	100
23518	14368	9	0	87.001	0	87.001	87.001
20175	9576	2	88.662	0.341	88.662	89.003	88.982
12339	8576	6	100	0	100	100	100
12338	7567	0	0	99.225	0	99.225	99.225
16693	9580	2	100	0	100	100	100
12200	13373	6	100	0	100	100	100
13792	10089	16	0	0	0	0	0
18584	13870	11	100	0	100	100	100
9292	8328	4	0	100	0	100	100
12345	13120	6	100	0	100	100	100
11768	15646	0	0	100	0	100	100
14229	11856	3	0	0	0	0	0
19025	18161	1	0	100	0	100	100
18735	17656	1	0	100	0	100	100
20616	13867	13	100	0	100	100	100
15677	9329	7	80.004	0	80.004	80.004	79.984
23668	18154	1	0	100	0	100	100
15828	13621	12	100	0	100	100	100
18157	19676	5	0	100	0	100	100
15683	14378	6	100	0	100	100	100
11330	13879	0	0	11.111	0	11.111	11.111
10171	14890	4	0	100	0	100	100
12195	9839	3	94.403	5.553	94.403	99.957	99.957
10450	6812	0	0	100	0	100	100
15399	18418	5	0	99.999	0	99.999	99.999
9435	7065	14	0	100	0	100	100
17428	16900	10	99.805	0.195	99.805	100	99.999
21204	19925	1	0	0	0	0	0
19598	12606	11	100	0	100	100	100
11037	11355	0	0.049	0.195	0.049	0.244	0.244
10460	13880	8	0	100	0	100	100
16698	13620	11	100	0	100	100	100
15389	11349	2	100	0	100	100	100
21778	15380	9	99.946	96.782	99.946	99.994	99.994
13506	13624	6	100	0	100	100	100
23521	16892	1	0	100	0	100	100
16270	19426	8	0	100	0	100	100
21199	15886	9	0	0	0	0	0
13943	14885	10	0.006	99.994	0.006	100	100
22209	11593	7	0.049	0	0.049	0.049	0.049
20760	13614	13	100	0	100	100	100
13360	12867	3	0	0	0	0	0
12201	13878	0	99.802	0.195	99.802	99.997	99.997
22936	13359	15	0	0	0	0	0
15249	14631	6	80	0	80	80	80
10168	12871	8	0	100	0	100	100
16120	15640	6	100	0	100	100	100
21922	14118	9	15.422	56.035	15.322	50.988	56.158
16839	10338	2	87.634	0.043	87.634	87.676	87.676
21777	14370	9	0.201	0.177	0.199	0.204	0.204
9153	13125	4	0	100	0	100	100
17718	16900	10	0	99.999	0	99.999	99.999
21201	17905	1	0	0	0	0	0
21631	13613	13	100	0	100	100	100
14526	16904	5	0	100	0	100	100
16266	15892	10	0.049	99.951	0.049	100	100
12928	15139	0	0	0	0	0	0
9879	13376	8	0	100	0	100	100
17422	12861	11	100	0	100	100	100
16983	9580	2	96.695	0.001	96.695	96.743	96.696
14515	8826	3	0	0	0	0	0
20911	17906	1	0	99.998	0	99.998	99.998
19456	14373	13	100	0	100	100	100
12919	8576	3	100	0.26	100	100	100
18150	14123	11	100	0	100	100	100
17418	9832	2	100	0	100	100	100
11181	11102	6	100	0	100	100	100
16260	11348	2	100	0	100	100	100
9881	14891	4	0	100	0	100	100
18011	18919	5	0	100	0	100	100
18300	18414	5	0	0	0	0	0
9587	11862	8	0	100	0	100	100
20622	18411	1	0	100	0	100	100
15252	17661	5	0	0	0	0	0
14232	13875	6	100	0	100	100	100
11766	14131	0	0	99.976	0	99.976	99.976
19595	10081	2	100	0	100	100	100
9870	6812	4	0	99.997	0	99.997	99.997
13214	12109	3	0	100	0	100	100
10596	7064	0	0	0	0	0	0
16112	9581	7	100	0	100	100	100
21058	19168	1	0	99.902	0	99.902	99.902
10600	10093	0	0	100	0	100	100
14090	16652	5	0	100	0	100	100
9444	13629	4	0	100	0	100	100
18153	16647	10	99.988	0.012	99.988	100	100
14377	14128	6	0	0	0	0	0
20908	15381	9	0.013	0.006	0.013	0.013	0.013
15974	14378	6	100	0	100	100	100
11189	17161	4	0	100	0	100	100
22798	18156	1	0	100	0	100	100
17861	15133	6	100	0	100	100	100
16271	19931	8	0	100	0	100	100
9299	13882	4	0	100	0	100	100
16697	13115	11	100	0	100	100	100
8569	10096	4	0	100	0	100	100
15972	13368	12	100	0	100	100	100
16417	20688	15	0	0	100	100	0
21051	13614	13	100	0	100	100	100
18001	11346	2	99.994	0	99.994	99.994	96.967
13368	18925	4	0	100	0	100	100
18301	18919	5	0	0.011	0	0.011	0.011
21056	17653	1	0	2.894	0	2.893	2.893
19028	20180	1	0	100	0	100	100
16409	14630	12	100	0	100	100	100
20620	17401	1	0.002	0.064	0.002	0.064	0.066
13367	18420	8	0	100	0	100	100
8861	12115	4	0	100	0	100	100
16997	20183	4	0	100	0	100	100
10741	7316	0	88.87	0.022	88.87	88.891	88.891
11043	15899	8	0	100	0	100	100
22799	19165	1	0	100	0	100	100
16403	9581	12	92.446	0.586	92.526	92.804	93.271
8569	10601	4	0	100	0	100	100
13064	8323	6	100	0	100	100	100
14239	18924	8	0	100	0	100	100
11903	7820	0	0	0	0	0	0
18738	20180	1	0	100	0	100	100
14958	14632	6	0	0	0	0	0
22942	17398	1	0	100	0	100	100
9584	9842	8	0	100	0	100	100
11478	15646	8	0	100	0	100	100
14806	9330	6	0	0	0	0	0
19600	14121	13	100	0	100	100	100
19450	10334	2	100	0	100	100	100
13070	12867	3	0	0	0	0	0
11044	16909	4	0	100	0	100	100
14525	15894	10	0	100	0	100	100
16557	16397	10	0	100	0	100	100
18881	18413	5	0.002	99.991	0	99.991	99.993
21626	10079	7	100	0	100	100	100
12784	16402	0	0	5.882	0	5.882	5.882
10608	16152	4	0	100	0	100	100
19014	9577	2	100	0	100	100	100
18873	12859	11	100	0	100	100	100
22647	14369	9	0.631	17.073	0.631	17.122	17.187
22355	12855	15	0.204	0	1.739	1.739	0.204
23080	12601	15	0	0	0	0	0
23664	15125	9	0.001	99.041	0.001	99.042	99.042
16695	11095	2	100	0	100	100	100
23086	17145	1	0	100	0	100	100
23515	11843	7	100	0	100	100	100
22935	12349	7	100	0	100	100	100
19452	11344	11	100	0	100	100	100
10456	11356	0	0	99.902	0	99.902	99.902
21784	19924	1	0	96.97	0	96.97	96.97
16843	13367	11	100	0	100	100	100
10308	8579	0	0	0	0	0	0
11770	17665	4	0	100	0	100	100
18442	16142	12	100	0	100	100	100
9446	15144	14	0	100	0	100	100
18725	10083	11	0	0	0	0	0
20902	11342	7	99.611	0	99.611	99.611	99.611
19596	10586	2	99.997	0	99.997	99.997	99.997
19164	13364	11	100	0	100	100	100
15535	11602	2	100	0	100	100	100
14812	13370	6	100	0	100	100	100
20756	10080	7	100	0	100	100	100
15102	13369	13	100	0	100	100	100
14670	16147	10	0	100	0	100	100
19454	12859	13	100	0	100	100	100
22065	12855	15	100	0	100	100	100
16706	19678	8	0	100	0	100	100
15834	18670	0	0	100	0	100	100
17277	12609	11	100	0	100	100	100
21781	17400	1	0	0	0	0	0
23377	17145	1	0	100	0	100	100
23224	11339	7	100	0	100	100	100
20040	17402	1	0	100	0	100	100
19889	12606	13	100	0	100	100	100
19318	19675	1	0	99.805	0	99.805	99.805
12055	13121	6	100	0	100	100	100
8424	10349	14	0	100	0	100	100
19017	12102	11	100	0	100	100	100
15097	9835	3	0	0	0	0	0
13075	16906	0	0	100	0	100	100
18436	11093	2	100	0	100	100	100
14385	19681	4	0	100	0	100	100
18879	17403	10	0	100	0	100	100
10746	10850	0	0	0.098	0	0.098	0.098
17573	16648	10	100	0	100	100	100
13501	9585	3	100	0	100	100	100
11180	10093	6	100	0	100	100	100
17424	13871	11	100	0	100	100	100
11467	7568	0	0	0	0	0	0
8715	10853	4	0	100	0	100	100
20762	14624	7	100	0	100	100	100
13072	14382	6	100	0	100	100	100
19750	17402	1	0	100	0	100	100
12492	14382	0	0	0	0	0	0
21776	13865	9	100	0	100	100	99.997
21347	18157	1	0	99.902	0	99.902	99.902
11185	13627	0	0	11.111	0	11.111	11.111
11614	9335	3	100	0.003	100	100	100
10167	11861	0	0	0	0	0	0
13942	13876	6	100	0	100	100	100
20331	17906	1	0	100	0	100	100
19751	18412	5	5.931	0.006	5.908	5.885	5.908
14820	19933	14	0	100	0	100	100
